bookID,title,authors,isbn13,language_code,  num_pages,publication_date,publisher,in_stock,copyID,uID
9438,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,9780375757990,eng,1487,8/19/2009,Modern Library/Random House (NY),2,0,b9438c0
9438,The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,9780375757990,eng,1487,8/19/2009,Modern Library/Random House (NY),2,1,b9438c1
29621,Midnight Jewels,Jayne Ann Krentz,9780446692472,eng,425,7/1/2003,Warner Books,2,0,b29621c0
29621,Midnight Jewels,Jayne Ann Krentz,9780446692472,eng,425,7/1/2003,Warner Books,2,1,b29621c1
23940,Junky,William S. Burroughs/Oliver  Harris/Allen Ginsberg,9780142003169,eng,208,4/1/2003,Penguin,3,0,b23940c0
23940,Junky,William S. Burroughs/Oliver  Harris/Allen Ginsberg,9780142003169,eng,208,4/1/2003,Penguin,3,1,b23940c1
23940,Junky,William S. Burroughs/Oliver  Harris/Allen Ginsberg,9780142003169,eng,208,4/1/2003,Penguin,3,2,b23940c2
14485,Directing the Documentary,Michael Rabiger,9780240806082,en-US,648,3/30/2004,Focal Press,1,0,b14485c0
21032,Existential Psychotherapy,Irvin D. Yalom,9780465021475,en-US,544,12/8/1980,Basic Books,2,0,b21032c0
21032,Existential Psychotherapy,Irvin D. Yalom,9780465021475,en-US,544,12/8/1980,Basic Books,2,1,b21032c1
36639,A Small Pinch of Weather,Joan Aiken,9780006754893,eng,239,1/1/2000,HarperCollins Publishers,1,0,b36639c0
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,9780385496094,eng,275,2/15/2000,Anchor,3,0,b10890c0
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,9780385496094,eng,275,2/15/2000,Anchor,3,1,b10890c1
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,9780385496094,eng,275,2/15/2000,Anchor,3,2,b10890c2
21324,Fables  Vol. 8: Wolves,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,9781401210014,eng,160,12/20/2006,Vertigo,3,0,b21324c0
21324,Fables  Vol. 8: Wolves,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,9781401210014,eng,160,12/20/2006,Vertigo,3,1,b21324c1
21324,Fables  Vol. 8: Wolves,Bill Willingham/Mark Buckingham/Steve Leialoha/Shawn McManus/Andrew Pepoy,9781401210014,eng,160,12/20/2006,Vertigo,3,2,b21324c2
27861,Data Structures and Algorithms in C++,Adam Drozdek,9780534375973,en-US,528,6/30/2000,Course Technology,1,0,b27861c0
17341,The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis/Walter Hooper,9780060819224,eng,1840,1/9/2007,HarperOne,1,0,b17341c0
45310,Hard-Boiled Wonderland and the End of the World,Haruki Murakami/Alfred Birnbaum,9784770015440,eng,400,9/1/1991,Kodansha,2,0,b45310c0
45310,Hard-Boiled Wonderland and the End of the World,Haruki Murakami/Alfred Birnbaum,9784770015440,eng,400,9/1/1991,Kodansha,2,1,b45310c1
44328,Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,Sharyn November/Francesca Lia Block/Diana Wynne Jones/Ellen Klages/Sharon Shinn/Patricia A. McKillip/Emma Bull/Kelly Link/Tamora Pierce/Nina Kiriki Hoffman/Alison Goodman/Charles de Lint/Kara Dalkey/Alan Dean Foster/Carol Emshwiller/Tanith Lee/Pamela Dean,9780142405499,eng,530,4/6/2006,Firebird,2,0,b44328c0
44328,Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,Sharyn November/Francesca Lia Block/Diana Wynne Jones/Ellen Klages/Sharon Shinn/Patricia A. McKillip/Emma Bull/Kelly Link/Tamora Pierce/Nina Kiriki Hoffman/Alison Goodman/Charles de Lint/Kara Dalkey/Alan Dean Foster/Carol Emshwiller/Tanith Lee/Pamela Dean,9780142405499,eng,530,4/6/2006,Firebird,2,1,b44328c1
8758,The Beach,Joanna Strange,9780582435674,eng,112,2/19/2001,Longman,1,0,b8758c0
43089,Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm/Chris Wrigley,9781565845619,eng,411,9/1/1999,The New Press,1,0,b43089c0
42993,Aurora Dawn,Herman Wouk,9780316955096,en-US,288,4/15/1992,Back Bay Books,1,0,b42993c0
13832,Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,9780375829635,eng,312,10/24/2006,Random House,2,0,b13832c0
13832,Young Warriors: Stories of Strength,Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge,9780375829635,eng,312,10/24/2006,Random House,2,1,b13832c1
2960,Adventures of Huckleberry Finn,Mark Twain/George Saunders,9780375757372,eng,244,8/14/2001,The Modern Library,2,0,b2960c0
2960,Adventures of Huckleberry Finn,Mark Twain/George Saunders,9780375757372,eng,244,8/14/2001,The Modern Library,2,1,b2960c1
31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,9780553578171,eng,320,11/3/2009,Bantam,2,0,b31695c0
31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,9780553578171,eng,320,11/3/2009,Bantam,2,1,b31695c1
11428,Forever (Firstborn  #5),Karen Kingsbury,9781414307640,eng,346,2/22/2007,Tyndale House Publishers,2,0,b11428c0
11428,Forever (Firstborn  #5),Karen Kingsbury,9781414307640,eng,346,2/22/2007,Tyndale House Publishers,2,1,b11428c1
26913,The Plot Against America,Philip Roth,9780224074537,eng,391,9/30/2004,Jonathan Cape,2,0,b26913c0
26913,The Plot Against America,Philip Roth,9780224074537,eng,391,9/30/2004,Jonathan Cape,2,1,b26913c1
39937,Blue Angel,Francine Prose,9780060882037,eng,314,2/28/2006,Harper Perennial,3,0,b39937c0
39937,Blue Angel,Francine Prose,9780060882037,eng,314,2/28/2006,Harper Perennial,3,1,b39937c1
39937,Blue Angel,Francine Prose,9780060882037,eng,314,2/28/2006,Harper Perennial,3,2,b39937c2
26472,Isak Dinesen: The Life of a Storyteller,Judith Thurman,9780312135256,en-US,512,10/15/1995,Picador,2,0,b26472c0
26472,Isak Dinesen: The Life of a Storyteller,Judith Thurman,9780312135256,en-US,512,10/15/1995,Picador,2,1,b26472c1
18750,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,9780452281431,eng,233,5/1/1999,Penguin Books,3,0,b18750c0
18750,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,9780452281431,eng,233,5/1/1999,Penguin Books,3,1,b18750c1
18750,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure/Anne Rice,9780452281431,eng,233,5/1/1999,Penguin Books,3,2,b18750c2
8086,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,9780142302330,eng,1008,9/16/2002,Puffin,1,0,b8086c0
13837,Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,9780689878572,en-US,384,1/1/2005,Simon Pulse,3,0,b13837c0
13837,Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,9780689878572,en-US,384,1/1/2005,Simon Pulse,3,1,b13837c1
13837,Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,9780689878572,en-US,384,1/1/2005,Simon Pulse,3,2,b13837c2
30106,The Swimming-Pool Library,Alan Hollinghurst,9780679722564,eng,352,9/19/1989,Vintage,3,0,b30106c0
30106,The Swimming-Pool Library,Alan Hollinghurst,9780679722564,eng,352,9/19/1989,Vintage,3,1,b30106c1
30106,The Swimming-Pool Library,Alan Hollinghurst,9780679722564,eng,352,9/19/1989,Vintage,3,2,b30106c2
9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,9780553286373,eng,348,4/7/1990,Bantam Books,2,0,b9622c0
9622,Classic Stories 1: The Golden Apples of the Sun/R is for Rocket,Ray Bradbury,9780553286373,eng,348,4/7/1990,Bantam Books,2,1,b9622c1
41781,Love Sick: A Smoldering Look at Love  Lust  and Marriage,Michael J. Nelson/Charles S. Anderson Design Company/Pop Ink,9780810957909,eng,176,9/1/2005,Harry N. Abrams,1,0,b41781c0
31490,The Serpent and the Rainbow,Wade Davis,9780684839295,en-US,304,8/5/1997,Simon  Schuster,2,0,b31490c0
31490,The Serpent and the Rainbow,Wade Davis,9780684839295,en-US,304,8/5/1997,Simon  Schuster,2,1,b31490c1
19676,State of War (Tom Clancy's Net Force  #7),Steve Perry/Tom Clancy/Steve Pieczenik/Larry Segriff,9780425188132,eng,384,3/4/2003,Berkley,1,0,b19676c0
698,Digging to America,Anne Tyler,9780307263940,eng,277,5/2/2006,Alfred A. Knopf,3,0,b698c0
698,Digging to America,Anne Tyler,9780307263940,eng,277,5/2/2006,Alfred A. Knopf,3,1,b698c1
698,Digging to America,Anne Tyler,9780307263940,eng,277,5/2/2006,Alfred A. Knopf,3,2,b698c2
2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,9780140433395,en-US,160,11/27/2003,Penguin Classics,2,0,b2823c0
2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,9780140433395,en-US,160,11/27/2003,Penguin Classics,2,1,b2823c1
15348,Bored of the Rings: A Parody of J.R.R. Tolkien's Lord of the Rings,The Harvard Lampoon/Henry N. Beard/Douglas C. Kenney,9780451452610,eng,149,7/1/1993,Roc Trade,2,0,b15348c0
15348,Bored of the Rings: A Parody of J.R.R. Tolkien's Lord of the Rings,The Harvard Lampoon/Henry N. Beard/Douglas C. Kenney,9780451452610,eng,149,7/1/1993,Roc Trade,2,1,b15348c1
2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,9780671475024,eng,383,1/28/1964,Washington Square Press,1,0,b2710c0
23841,Nightmare House (Harrow House  #1),Douglas Clegg,9780843951776,en-GB,340,5/1/2004,Leisure Books,2,0,b23841c0
23841,Nightmare House (Harrow House  #1),Douglas Clegg,9780843951776,en-GB,340,5/1/2004,Leisure Books,2,1,b23841c1
18798,The Guermantes Way  (In Search of Lost Time  #3),Marcel Proust/Mark Treharne/Christopher Prendergast,9780143039228,eng,619,5/31/2005,Penguin Classics,2,0,b18798c0
18798,The Guermantes Way  (In Search of Lost Time  #3),Marcel Proust/Mark Treharne/Christopher Prendergast,9780143039228,eng,619,5/31/2005,Penguin Classics,2,1,b18798c1
39889,Grey Eminence,Aldous Huxley,9780099477822,en-US,320,4/7/2005,Vintage Classics,1,0,b39889c0
19670,Debt of Honor (Jack Ryan  #7),Tom Clancy,9780425147580,eng,990,8/1/1995,Berkley Books,3,0,b19670c0
19670,Debt of Honor (Jack Ryan  #7),Tom Clancy,9780425147580,eng,990,8/1/1995,Berkley Books,3,1,b19670c1
19670,Debt of Honor (Jack Ryan  #7),Tom Clancy,9780425147580,eng,990,8/1/1995,Berkley Books,3,2,b19670c2
11106,Eat Right 4 Your Type,Peter J. D'Adamo/Catherine Whitney,9780712677165,en-US,375,4/2/1998,Century,1,0,b11106c0
14566,Echo,Francesca Lia Block,9780064407441,eng,215,8/6/2001,HarperTeen,2,0,b14566c0
14566,Echo,Francesca Lia Block,9780064407441,eng,215,8/6/2001,HarperTeen,2,1,b14566c1
9330,The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,9781400043187,eng,488,4/19/2005,Everyman's Library,2,0,b9330c0
9330,The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,9781400043187,eng,488,4/19/2005,Everyman's Library,2,1,b9330c1
42916,All Quiet on the Western Front,Erich Maria Remarque,9780449231807,en-GB,256,3/12/1987,Fawcett Crest,1,0,b42916c0
24591,The Short Stories  Vol 3,Ernest Hemingway/Stacy Keach,9780743527293,eng,5,3/1/2003,Simon  Schuster Audio,1,0,b24591c0
16313,A Caribbean Mystery,Agatha Christie/Rosalind Ayres,9781572705494,eng,0,10/9/2006,Audiogo,1,0,b16313c0
7971,The Call of Earth (Homecoming  #2),Orson Scott Card,9780812532616,eng,352,1/15/1994,Tor Books,2,0,b7971c0
7971,The Call of Earth (Homecoming  #2),Orson Scott Card,9780812532616,eng,352,1/15/1994,Tor Books,2,1,b7971c1
21712,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,9781585004843,eng,292,12/19/1999,Authorhouse,1,0,b21712c0
17846,The House of Mirth,Edith Wharton/Jeffrey Meyers,9781593081539,eng,348,8/26/2004,Barnes  Noble Classics,2,0,b17846c0
17846,The House of Mirth,Edith Wharton/Jeffrey Meyers,9781593081539,eng,348,8/26/2004,Barnes  Noble Classics,2,1,b17846c1
22289,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,9781400047833,en-US,176,7/8/2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,3,0,b22289c0
22289,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,9781400047833,en-US,176,7/8/2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,3,1,b22289c1
22289,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,9781400047833,en-US,176,7/8/2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,3,2,b22289c2
12546,A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember,Iain Levison,9780812967944,eng,164,4/8/2003,Random House Trade,2,0,b12546c0
12546,A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember,Iain Levison,9780812967944,eng,164,4/8/2003,Random House Trade,2,1,b12546c1
35332,Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,9780842356299,eng,432,1/1/2003,Tyndale House Publishers,3,0,b35332c0
35332,Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,9780842356299,eng,432,1/1/2003,Tyndale House Publishers,3,1,b35332c1
35332,Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,9780842356299,eng,432,1/1/2003,Tyndale House Publishers,3,2,b35332c2
9590,God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,9780385333474,eng,288,9/8/1998,Dial Press,3,0,b9590c0
9590,God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,9780385333474,eng,288,9/8/1998,Dial Press,3,1,b9590c1
9590,God Bless You  Mr. Rosewater,Kurt Vonnegut Jr.,9780385333474,eng,288,9/8/1998,Dial Press,3,2,b9590c2
1317,Tides of War,Steven Pressfield,9780553381399,eng,448,8/28/2001,Bantam,2,0,b1317c0
1317,Tides of War,Steven Pressfield,9780553381399,eng,448,8/28/2001,Bantam,2,1,b1317c1
19193,Seamus Heaney,Helen Vendler,9780674002050,eng,208,3/1/2000,Harvard University Press,1,0,b19193c0
7231,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri J.M. Nouwen/Michael    Ford,9781594710872,eng,219,4/1/2006,Ave Maria Press,1,0,b7231c0
27883,A Sudden Wild Magic,Diana Wynne Jones,9780575601970,en-US,380,7/1/1997,Gollehon Books,1,0,b27883c0
11616,The Gardens of Emily Dickinson,Judith Farr/Louise Carter,9780674018297,eng,350,10/1/2005,Harvard University Press,1,0,b11616c0
13932,The Noonday Demon: An Atlas of Depression,Andrew Solomon,9780684854670,eng,576,4/2/2002,Scribner,3,0,b13932c0
13932,The Noonday Demon: An Atlas of Depression,Andrew Solomon,9780684854670,eng,576,4/2/2002,Scribner,3,1,b13932c1
13932,The Noonday Demon: An Atlas of Depression,Andrew Solomon,9780684854670,eng,576,4/2/2002,Scribner,3,2,b13932c2
11980,Les jeux sont faits,Jean-Paul Sartre,9782070394821,fre,165,2/1/1996,Gallimard Education,2,0,b11980c0
11980,Les jeux sont faits,Jean-Paul Sartre,9782070394821,fre,165,2/1/1996,Gallimard Education,2,1,b11980c1
27788,Julie  or the New Heloise,Jean-Jacques Rousseau/Philip Stewart/Jean Vache,9780874518252,en-US,728,10/1/1997,Dartmouth College Press,1,0,b27788c0
26252,The Enneads,Plotinus/Stephen MacKenna/John M. Dillon,9780140445206,eng,688,6/27/1991,Penguin Classics,2,0,b26252c0
26252,The Enneads,Plotinus/Stephen MacKenna/John M. Dillon,9780140445206,eng,688,6/27/1991,Penguin Classics,2,1,b26252c1
25129,The Ecological Approach to Visual Perception,James J. Gibson,9780898599596,eng,348,9/1/1986,Psychology Press,1,0,b25129c0
16393,Big Money,P.G. Wodehouse,9780140009378,eng,288,9/3/1991,Penguin Books,2,0,b16393c0
16393,Big Money,P.G. Wodehouse,9780140009378,eng,288,9/3/1991,Penguin Books,2,1,b16393c1
42929,Gai-Jin (Asian Saga  #3),James Clavell,9780440216803,eng,1236,4/3/1994,Dell,2,0,b42929c0
42929,Gai-Jin (Asian Saga  #3),James Clavell,9780440216803,eng,1236,4/3/1994,Dell,2,1,b42929c1
30557,Shooting an Elephant,George Orwell,9780141187396,eng,368,6/5/2003,Penguin,2,0,b30557c0
30557,Shooting an Elephant,George Orwell,9780141187396,eng,368,6/5/2003,Penguin,2,1,b30557c1
31507,Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,9780764228490,eng,239,11/1/2003,Bethany House Publishers,2,0,b31507c0
31507,Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,9780764228490,eng,239,11/1/2003,Bethany House Publishers,2,1,b31507c1
12488,Cry  the Beloved Country,Alan Paton,9780099766810,eng,240,8/1/2002,Vintage Classics,2,0,b12488c0
12488,Cry  the Beloved Country,Alan Paton,9780099766810,eng,240,8/1/2002,Vintage Classics,2,1,b12488c1
3828,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,9780571204205,eng,306,5/20/2002,Gardners Books,2,0,b3828c0
3828,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,9780571204205,eng,306,5/20/2002,Gardners Books,2,1,b3828c1
16954,Birds of Prey (Courtney #9),Wilbur Smith,9780312317119,eng,560,5/16/2003,St. Martin's Griffin,2,0,b16954c0
16954,Birds of Prey (Courtney #9),Wilbur Smith,9780312317119,eng,560,5/16/2003,St. Martin's Griffin,2,1,b16954c1
33874,Tara Road,Maeve Binchy,9780752864778,eng,656,3/2/2006,Orion (an Imprint of The Orion Publishing Group Ltd ),1,0,b33874c0
33029,Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,9781569716182,eng,120,10/16/2001,Dark Horse Books,1,0,b33029c0
15975,Blonde,Joyce Carol Oates/Claude Seban,9782253152859,fre,1110,4/30/2002,Le Livre de Poche,3,0,b15975c0
15975,Blonde,Joyce Carol Oates/Claude Seban,9782253152859,fre,1110,4/30/2002,Le Livre de Poche,3,1,b15975c1
15975,Blonde,Joyce Carol Oates/Claude Seban,9782253152859,fre,1110,4/30/2002,Le Livre de Poche,3,2,b15975c2
14456,Awakenings,Oliver Sacks,9780375704055,eng,464,10/5/1999,Vintage,3,0,b14456c0
14456,Awakenings,Oliver Sacks,9780375704055,eng,464,10/5/1999,Vintage,3,1,b14456c1
14456,Awakenings,Oliver Sacks,9780375704055,eng,464,10/5/1999,Vintage,3,2,b14456c2
24723,Talk Talk,T. Coraghessan Boyle,9780670037704,en-US,340,7/6/2006,Viking Books,3,0,b24723c0
24723,Talk Talk,T. Coraghessan Boyle,9780670037704,en-US,340,7/6/2006,Viking Books,3,1,b24723c1
24723,Talk Talk,T. Coraghessan Boyle,9780670037704,en-US,340,7/6/2006,Viking Books,3,2,b24723c2
39963,A Long Way from Chicago (A Long Way from Chicago  #1),Richard Peck,9780142401101,eng,160,4/12/2004,Puffin Books,3,0,b39963c0
39963,A Long Way from Chicago (A Long Way from Chicago  #1),Richard Peck,9780142401101,eng,160,4/12/2004,Puffin Books,3,1,b39963c1
39963,A Long Way from Chicago (A Long Way from Chicago  #1),Richard Peck,9780142401101,eng,160,4/12/2004,Puffin Books,3,2,b39963c2
33457,Practical Demonkeeping (Pine Cove  #1),Christopher Moore,9780060735425,eng,256,5/25/2004,Perennial / William Morrow / HarperCollins,3,0,b33457c0
33457,Practical Demonkeeping (Pine Cove  #1),Christopher Moore,9780060735425,eng,256,5/25/2004,Perennial / William Morrow / HarperCollins,3,1,b33457c1
33457,Practical Demonkeeping (Pine Cove  #1),Christopher Moore,9780060735425,eng,256,5/25/2004,Perennial / William Morrow / HarperCollins,3,2,b33457c2
37566,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,9780688140717,en-US,272,3/28/1995,William Morrow Paperbacks,2,0,b37566c0
37566,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,9780688140717,en-US,272,3/28/1995,William Morrow Paperbacks,2,1,b37566c1
15044,Art and Lies,Jeanette Winterson,9780679762706,eng,240,2/20/1996,Vintage,2,0,b15044c0
15044,Art and Lies,Jeanette Winterson,9780679762706,eng,240,2/20/1996,Vintage,2,1,b15044c1
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,9780812694550,eng,243,9/10/2004,Open Court,2,0,b31819c0
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,9780812694550,eng,243,9/10/2004,Open Court,2,1,b31819c1
15677,Strangers on a Train,Patricia Highsmith,9780393321982,eng,256,8/28/2001,W. W. Norton & Company,3,0,b15677c0
15677,Strangers on a Train,Patricia Highsmith,9780393321982,eng,256,8/28/2001,W. W. Norton & Company,3,1,b15677c1
15677,Strangers on a Train,Patricia Highsmith,9780393321982,eng,256,8/28/2001,W. W. Norton & Company,3,2,b15677c2
26759,Dark Water,Kōji Suzuki/Glynne Walley,9781932234220,eng,279,6/6/2006,Vertical,2,0,b26759c0
26759,Dark Water,Kōji Suzuki/Glynne Walley,9781932234220,eng,279,6/6/2006,Vertical,2,1,b26759c1
3679,On Beauty,Zadie Smith,9780143037743,eng,445,8/29/2006,Penguin Books,4,0,b3679c0
3679,On Beauty,Zadie Smith,9780143037743,eng,445,8/29/2006,Penguin Books,4,1,b3679c1
3679,On Beauty,Zadie Smith,9780143037743,eng,445,8/29/2006,Penguin Books,4,2,b3679c2
3679,On Beauty,Zadie Smith,9780143037743,eng,445,8/29/2006,Penguin Books,4,3,b3679c3
14666,Red and Black,Stendhal/Robert M. Adams,9780393098211,eng,572,3/1/1969,W. W. Norton & Company,1,0,b14666c0
35792,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon/Charles Mackay,9780934380232,eng,288,11/1/1993,Wasendorf & Associates Inc,1,0,b35792c0
14595,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,9780802142641,eng,452,4/13/2006,Grove Press,3,0,b14595c0
14595,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,9780802142641,eng,452,4/13/2006,Grove Press,3,1,b14595c1
14595,Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil/Gillian McCain,9780802142641,eng,452,4/13/2006,Grove Press,3,2,b14595c2
18172,Hardball: Are You Playing to Play or Playing to Win?,George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,9781591391678,eng,192,10/1/2004,Harvard Business Review Press,1,0,b18172c0
33501,Song of Cthulhu: Tales of the Spheres Beyond Sound,Stephen Mark Rainey/H.P. Lovecraft/Ramsey Campbell/Edward P. Berglund/Fred Chappel/Caitlín R. Kiernan/Thomas F. Montelone/E.A. Lustig/Brian McNaughton/William R. Trotter,9781568821177,eng,211,12/3/2005,Chaosium,1,0,b33501c0
23847,Purity (Dark Coming of Age  #1),Douglas Clegg,9781881475712,eng,118,6/2/2000,Cemetery Dance Publications,1,0,b23847c0
10173,The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,9780822216315,eng,54,12/1/1998,Dramatists Play Service,2,0,b10173c0
10173,The SantaLand Diaries and Season's Greetings,David Sedaris/Joe Mantello,9780822216315,eng,54,12/1/1998,Dramatists Play Service,2,1,b10173c1
30050,When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century,Fred Pearce,9780807085738,eng,336,3/15/2007,Beacon Press,2,0,b30050c0
30050,When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century,Fred Pearce,9780807085738,eng,336,3/15/2007,Beacon Press,2,1,b30050c1
6219,The Cross (Kristin Lavransdatter  #3),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,9780141182353,eng,366,4/1/2000,Penguin Classics,2,0,b6219c0
6219,The Cross (Kristin Lavransdatter  #3),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,9780141182353,eng,366,4/1/2000,Penguin Classics,2,1,b6219c1
39191,La máquina de follar,Charles Bukowski,9788433920447,spa,190,7/1/1995,Anagrama,2,0,b39191c0
39191,La máquina de follar,Charles Bukowski,9788433920447,spa,190,7/1/1995,Anagrama,2,1,b39191c1
21766,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,9780785265436,eng,224,12/16/2001,Thomas Nelson,1,0,b21766c0
26931,Cloudsplitter,Russell Banks,9780060930868,eng,758,1/27/1999,Harper Perennial,3,0,b26931c0
26931,Cloudsplitter,Russell Banks,9780060930868,eng,758,1/27/1999,Harper Perennial,3,1,b26931c1
26931,Cloudsplitter,Russell Banks,9780060930868,eng,758,1/27/1999,Harper Perennial,3,2,b26931c2
19400,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Giovanni Battista Piranesi/Hans-Friedrich Mueller,9780375758119,eng,1312,8/12/2003,Modern Library,2,0,b19400c0
19400,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Giovanni Battista Piranesi/Hans-Friedrich Mueller,9780375758119,eng,1312,8/12/2003,Modern Library,2,1,b19400c1
24431,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,9780439968089,eng,453,9/17/2004,Scholastic Press,3,0,b24431c0
24431,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,9780439968089,eng,453,9/17/2004,Scholastic Press,3,1,b24431c1
24431,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,9780439968089,eng,453,9/17/2004,Scholastic Press,3,2,b24431c2
14345,Rain of Gold,Victor Villaseñor,9780385311779,eng,576,9/1/1992,Delta,3,0,b14345c0
14345,Rain of Gold,Victor Villaseñor,9780385311779,eng,576,9/1/1992,Delta,3,1,b14345c1
14345,Rain of Gold,Victor Villaseñor,9780385311779,eng,576,9/1/1992,Delta,3,2,b14345c2
12532,For the Time Being,Annie Dillard,9780375703478,en-US,205,2/8/2000,Vintage,3,0,b12532c0
12532,For the Time Being,Annie Dillard,9780375703478,en-US,205,2/8/2000,Vintage,3,1,b12532c1
12532,For the Time Being,Annie Dillard,9780375703478,en-US,205,2/8/2000,Vintage,3,2,b12532c2
16376,Full Moon (Blandings Castle  #7),P.G. Wodehouse,9781585678365,eng,272,11/23/2006,Harry N. Abrams,2,0,b16376c0
16376,Full Moon (Blandings Castle  #7),P.G. Wodehouse,9781585678365,eng,272,11/23/2006,Harry N. Abrams,2,1,b16376c1
22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,9780345459848,eng,672,6/3/2003,Del Rey,2,0,b22867c0
22867,A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,9780345459848,eng,672,6/3/2003,Del Rey,2,1,b22867c1
